datum;povp. dnevna T [°C];max. T [°C];min. T [°C];min. T na 5cm [°C];povp. veter [m/s];oblačnost [%];povp. rel. vla. [%];povp. tlak [hPa];količina padavin [mm];višina snežne odeje [cm];višina novega snega [cm];trajanje sonca [h];močan veter;viharni veter;dež;rosenje;ploha dežja;nevihta;grmenje;bliskanje;dež, ki zmrzuje;rosenje, ki zmrzuje;iglice;sneg;zrnat sneg;ploha snega;dež s snegom;babje pšeno;ploha dežja s snegom;toča;sodra;megla;megla z vidnim nebom;ledena megla;meglica;suha motnost;talna megla;rosa;slana;poledica;poledica na tleh;ivje;trdo ivje;padavine;snežna odeja
30/11/2019;8.1;13.6;5.2;2.3;2.3;47;84;1018;0;0;0;5.1;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;da;ne;ne;da;ne;ne;ne;ne;ne;ne;ne
01/12/2019;10;12.3;2.8;0.4;2.5;90;74;1019;0;0;0;0;ne;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne;ne
02/12/2019;11.5;14.2;9.4;7.8;2.5;100;82;1015;16.8;0;0;0;ne;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;da;ne
03/12/2019;4.3;10.9;0.2;2.1;2.5;3;54;1024;11.4;0;0;7.6;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;da;ne
04/12/2019;3.7;12.1;-1.5;-2.2;3.1;0;62;1024;0;0;0;8;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne
05/12/2019;6.9;13.6;0.2;-1.7;2.5;47;70;1025;0;0;0;6.5;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;da;ne;ne;ne;ne;ne;ne
06/12/2019;8.7;10.5;6.5;5.4;1.5;90;82;1023;0;0;0;0;ne;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne;ne
07/12/2019;7.6;11.6;5.1;6.6;1.5;87;88;1019;0.1;0;0;0.6;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;da;ne;ne;ne;ne;ne;da;ne
08/12/2019;8.5;11.8;4.6;2.4;2.1;87;87;1019;0;0;0;1.8;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;da;ne;ne;ne;ne;ne;ne;ne
09/12/2019;9.2;11.3;8.1;7.6;2.1;100;96;1008;0;0;0;0;ne;ne;da;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;da;ne
10/12/2019;9.3;14.2;2.7;1.6;3.3;7;49;1018;10.7;0;0;7.9;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne
11/12/2019;2.7;10.6;-1.4;-3.6;2.4;10;54;1014;0;0;0;7.7;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne
12/12/2019;4.3;7.4;-0.8;-2.5;2.4;70;81;1003;0;0;0;0.6;ne;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne
13/12/2019;6.7;9.9;3.5;1.1;5.8;100;84;989;4;0;0;0;da;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;da;ne
14/12/2019;5.5;12.5;2.3;-1.6;3.3;7;80;1003;32.9;0;0;7.9;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne
15/12/2019;10.7;16;3.9;1.4;0.5;73;89;1015;0;0;0;2.6;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne;ne
16/12/2019;12.5;16;9.1;7.5;1.2;90;91;1021;0;0;0;0;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;da;ne;ne;ne;ne;ne;ne;ne
17/12/2019;15;18.5;11.2;10;3.3;70;82;1020;0;0;0;0.7;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne
18/12/2019;14;18.4;12.4;11.3;1.9;63;84;1023;0;0;0;2.6;ne;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;da;ne;ne;da;ne;ne;ne;ne;ne;ne;ne
19/12/2019;13.6;17;11.2;8.6;2.2;93;89;1020;2.3;0;0;0;da;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;da;ne
20/12/2019;13.1;14.9;10.5;9.1;3.8;70;83;1009;9.6;0;0;1.6;da;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;da;ne
21/12/2019;14.1;17.2;12.2;12.1;5.5;67;79;994;3.6;0;0;0.2;da;ne;da;ne;da;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;da;ne
22/12/2019;10.3;12.2;8.5;8.6;3.4;97;87;987;30.4;0;0;0;da;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;da;ne
23/12/2019;7.8;13.1;5.9;4.7;2.4;53;90;1003;39.6;0;0;4.4;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;da;ne
24/12/2019;6.8;12.6;3;1.8;2.5;50;87;1014;0;0;0;2.9;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne;ne
25/12/2019;6.2;14.3;2.2;1;2.6;0;86;1015;0;0;0;7.8;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne;ne
26/12/2019;6.2;12.4;1.9;0.1;1.7;33;78;1022;0;0;0;7.4;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne;ne
27/12/2019;8;12.8;3.8;3.1;2.3;40;71;1022;0;0;0;3.5;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne;ne
28/12/2019;6.2;10.9;2.2;-0.6;2.4;20;49;1031;0;0;0;5.1;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne;ne
29/12/2019;3.7;8.1;-1.3;-4.4;2;7;45;1034;0;0;0;7.6;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne;ne
30/12/2019;3;10.2;-0.1;-6.7;2.2;3;47;1035;0;0;0;7.8;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne
31/12/2019;2.5;10.1;-1.5;-3.4;2.6;40;65;1029;0;0;0;4.6;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne
